18/02/2018, 17:14:37, 4, 0, :Invalid directory.
18/02/2018, 17:14:37, 4, 0, :Invalid directory.
18/02/2018, 17:15:07, 4, 0, E:\PROGRAM\Aplikasi mumettt\lap_surat.rpt:This field name is not known.
18/02/2018, 17:17:28, 4, 0, E:\PROGRAM\Aplikasi mumettt\lap_surat.rpt:This field name is not known.
22/08/2018, 22:11:00, 4, 0, E:\PROGRAM\aplikasi mumettt\lap_surat.rpt:This field name is not known.
22/08/2018, 22:12:26, 4, 0, E:\PROGRAM\aplikasi mumettt\lap_surat.rpt:This field name is not known.
27/08/2018, 19:05:25, 4, 0, :File not found.
27/08/2018, 19:05:25, 4, 0, :File not found.
27/08/2018, 19:06:06, 4, 0, :File not found.
27/08/2018, 19:06:06, 4, 0, :File not found.
01/01/2019, 18:06:06, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
18/01/2019, 16:12:16, 4, 0, :File not found.
18/01/2019, 16:15:36, 4, 0, :File not found.
18/01/2019, 16:19:01, 4, 0, :File not found.
18/01/2019, 16:21:42, 4, 0, :File not found.
18/01/2019, 16:23:32, 4, 0, :File not found.
18/01/2019, 16:25:41, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
18/01/2019, 16:27:59, 4, 0, :File not found.
18/01/2019, 16:32:21, 4, 0, :File not found.
18/01/2019, 16:35:40, 4, 0, :File not found.
18/01/2019, 16:40:34, 4, 0, :File not found.
18/01/2019, 16:44:54, 4, 0, :File not found.
18/01/2019, 16:50:07, 4, 0, :File not found.
18/01/2019, 16:53:48, 4, 0, :File not found.
18/01/2019, 16:55:23, 4, 0, :File not found.
18/01/2019, 16:57:03, 4, 0, :File not found.
18/01/2019, 17:15:03, 4, 0, :File not found.
18/01/2019, 17:22:18, 4, 0, :File not found.
18/01/2019, 17:23:04, 4, 0, :File not found.
18/01/2019, 17:32:57, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
18/01/2019, 17:34:28, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
18/01/2019, 17:40:39, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
18/01/2019, 19:59:46, 4, 0, D:\KISEL\lap_surat.rpt:Server has not yet been opened.
05/02/2019, 10:46:40, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
10/02/2019, 14:05:19, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
10/02/2019, 14:09:41, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
10/02/2019, 14:37:30, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
10/02/2019, 15:31:58, 4, 0, D:\KISEL\Data_penduduk.rpt:Server has not yet been opened.
09/03/2019, 9:40:47, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
09/03/2019, 11:37:03, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
09/03/2019, 11:39:31, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
09/03/2019, 12:02:42, 4, 0, D:\KISEL\Data_surat.rpt:Server has not yet been opened.
09/03/2019, 12:05:45, 4, 0, :File not found.
09/03/2019, 12:09:28, 4, 0, :File not found.
09/03/2019, 12:09:52, 4, 0, :File not found.
09/03/2019, 12:09:52, 4, 0, :File not found.
09/03/2019, 13:42:39, 4, 0, :File not found.
10/03/2019, 9:26:35, 4, 0, :File not found.
10/03/2019, 9:26:57, 4, 0, :File not found.
10/03/2019, 9:32:42, 4, 0, :File not found.
25/04/2019, 21:17:22, 4, 0, :File not found.
29/04/2019, 18:49:54, 4, 0, :File not found.
29/04/2019, 18:54:20, 4, 0, :File not found.
29/04/2019, 18:55:48, 4, 0, :File not found.
29/04/2019, 18:56:53, 4, 0, :File not found.
29/04/2019, 19:00:06, 4, 0, :File not found.
29/04/2019, 19:00:06, 4, 0, :File not found.
04/05/2019, 19:22:09, 4, 0, :File not found.
04/05/2019, 19:23:33, 4, 0, :File not found.
04/05/2019, 19:29:03, 4, 0, :File not found.
04/05/2019, 19:29:11, 4, 0, :File not found.
05/05/2019, 11:03:31, 4, 0, :File not found.
11/05/2019, 10:20:59, 4, 0, :File not found.
12/05/2019, 11:26:01, 4, 0, :File not found.
12/05/2019, 12:29:04, 4, 0, :File not found.
12/05/2019, 12:31:50, 4, 0, :File not found.
12/05/2019, 12:32:31, 4, 0, :File not found.
12/05/2019, 13:24:56, 4, 0, :File not found.
12/05/2019, 13:26:10, 4, 0, :File not found.
12/05/2019, 13:26:53, 4, 0, :File not found.
12/05/2019, 13:27:44, 4, 0, :File not found.
12/05/2019, 13:28:22, 4, 0, :File not found.
12/05/2019, 13:28:38, 4, 0, :File not found.
12/05/2019, 13:32:32, 4, 0, :File not found.
12/05/2019, 13:36:26, 4, 0, :File not found.
12/05/2019, 13:37:03, 4, 0, :File not found.
12/05/2019, 13:42:54, 4, 0, :File not found.
12/05/2019, 13:50:48, 4, 0, :File not found.
12/05/2019, 13:53:46, 4, 0, :File not found.
30/05/2019, 13:18:34, 4, 0, :File not found.
30/05/2019, 13:26:06, 4, 0, :File not found.
30/05/2019, 13:43:04, 4, 0, :File not found.
30/05/2019, 13:44:31, 4, 0, :File not found.
30/05/2019, 13:52:22, 4, 0, :File not found.
30/05/2019, 14:07:11, 4, 0, :File not found.
30/05/2019, 14:09:40, 4, 0, :File not found.
30/05/2019, 14:13:28, 4, 0, :File not found.
30/05/2019, 14:13:53, 4, 0, :File not found.
30/05/2019, 14:15:52, 4, 0, :File not found.
30/05/2019, 14:24:10, 4, 0, :File not found.
30/05/2019, 14:24:55, 4, 0, :File not found.
13/06/2019, 7:38:44, 4, 0, :File not found.
13/06/2019, 8:22:46, 4, 0, :File not found.
13/06/2019, 8:29:21, 4, 0, :File not found.
13/06/2019, 8:29:37, 4, 0, :File not found.
25/06/2019, 17:31:51, 4, 0, :File not found.
25/06/2019, 17:32:24, 4, 0, :File not found.
11/07/2019, 18:54:09, 4, 0, :File not found.
11/07/2019, 18:56:39, 4, 0, :File not found.
25/08/2019, 9:45:28, 4, 0, :File not found.
25/08/2019, 9:46:01, 4, 0, :File not found.
25/08/2019, 9:51:35, 4, 0, :File not found.
25/08/2019, 23:20:17, 4, 0, :File not found.
25/08/2019, 23:20:34, 4, 0, :File not found.
25/08/2019, 23:21:57, 4, 0, :File not found.
25/08/2019, 23:31:48, 4, 0, :File not found.
26/08/2019, 0:44:11, 4, 0, :File not found.
26/08/2019, 0:44:33, 4, 0, :File not found.
26/08/2019, 0:57:21, 4, 0, :File not found.
26/08/2019, 0:57:43, 4, 0, :File not found.
26/08/2019, 1:10:21, 4, 0, :File not found.
26/08/2019, 1:12:17, 4, 0, :File not found.
26/08/2019, 1:12:17, 4, 0, :File not found.
26/08/2019, 1:13:06, 4, 0, :File not found.
26/08/2019, 1:13:06, 4, 0, :File not found.
26/08/2019, 1:13:45, 4, 0, :File not found.
26/08/2019, 1:13:45, 4, 0, :File not found.
26/08/2019, 1:14:22, 4, 0, :File not found.
26/08/2019, 1:14:22, 4, 0, :File not found.
26/08/2019, 1:21:05, 4, 0, :File not found.
26/08/2019, 1:21:05, 4, 0, :File not found.
26/08/2019, 17:09:07, 4, 0, :File not found.
26/08/2019, 17:09:07, 4, 0, :File not found.
26/08/2019, 17:10:00, 4, 0, :File not found.
26/08/2019, 17:10:00, 4, 0, :File not found.
26/08/2019, 17:34:07, 4, 0, :File not found.
26/08/2019, 17:34:07, 4, 0, :File not found.
26/08/2019, 17:34:14, 4, 0, :File not found.
26/08/2019, 17:34:43, 4, 0, :File not found.
26/08/2019, 17:34:43, 4, 0, :File not found.
26/08/2019, 17:36:50, 4, 0, :File not found.
26/08/2019, 17:41:05, 4, 0, :File not found.
26/08/2019, 17:42:39, 4, 0, :File not found.
26/08/2019, 17:43:00, 4, 0, :File not found.
26/08/2019, 18:07:07, 4, 0, :File not found.
26/08/2019, 18:13:09, 4, 0, :File not found.
